"OCC_CODE","cognitive_abilities","physical_abilities","psychomotor_abilities","sensory_abilities","assisting_and_caring","cramped_work_space","fine_arts","finger_dexterity","manual_dexterity","Negotiation","Originality","Persuasion","social_perceptiveness"
"25-1071",3.03756756756757,0.652222222222222,0.773,1.72833333333333,3.82,1.27,1.29,1.62,1,3,3.75,3.12,3.62
"25-1072",3.21194594594595,1.23444444444444,1.364,1.9175,5.39,1.93,0.69,2.5,2.25,3,3.62,3.12,4
"25-1081",2.78324324324324,0.207777777777778,0.362,1.59333333333333,3.52,1.38,0.69,1.12,0.75,2.88,3.25,2.88,3.62
"25-1082",2.77335135135135,0.195555555555556,0.126,1.55166666666667,2.31,1.02,1.35,0.88,0,2.62,3,2.75,3.62
"25-1111",2.73967567567568,0.111111111111111,0.074,1.4375,3.19,1.58,0.74,0.62,0,2.75,3,3,3.75
"25-1112",2.67081081081081,0.153333333333333,0.15,1.56416666666667,2.96,1.04,0.62,0.88,0,3.12,3.75,3.75,3.12
"25-1113",2.80827027027027,0.0833333333333333,0.125,1.60416666666667,3.24,1.25,0.31,1.25,0,3,3.75,3.25,4
"25-1121",2.92421621621622,0.485555555555556,1.098,1.94833333333333,3.52,1.4,6.51,2.12,2.12,2.75,4,3,3.75
"25-1122",2.78281081081081,0.18,0.099,1.6025,3.15,1.16,3.53,0.5,0.12,3,3.12,3,3.62
"25-1123",2.75302702702703,0.0977777777777778,0.025,1.50083333333333,3.23,1,3.08,0.25,0,3,3.75,3,3.75
"25-1124",2.43502702702703,0.194444444444444,0.062,1.71916666666667,2.98,1.03,2.68,0.62,0,2.75,3.25,2.75,3.62
"25-1125",2.70378378378378,0.138888888888889,0.012,1.43666666666667,3.27,1.02,2.25,0,0,2.88,3.12,3,3.88
"25-1126",2.57708108108108,0.18,0.087,1.4475,3.75,1,1.72,0.62,0,2.5,3.25,3.12,3.38
"25-1191",2.40183783783784,0.208888888888889,0.412,1.60333333333333,2.99,1.58,1.78,1.12,0.75,2.25,3.25,2.62,3.12
"25-1192",2.74518918918919,0.207777777777778,0.237,1.63416666666667,2.99,1.73,1.28,1.38,0.12,2.5,3.38,2.88,3.25
"25-1193",2.95032432432432,0.515555555555556,0.176,1.80333333333333,3.91,1.52,1.22,0.38,0.12,3,3.12,3.12,3.88
"25-1194",3.02151351351351,1.15222222222222,1.763,1.9675,3.5,1.56,1.21,2.5,2.25,3,3,3,3.25
"25-2011",2.29562162162162,1.58333333333333,1.037,1.6875,4.02,1.17,1.95,2,2,2.88,3.62,3,3.62
"25-2012",2.68637837837838,1.46,0.812,1.68666666666667,3.79,1.52,2.27,1.88,1.12,3.12,3.38,3.12,4
"25-2021",2.68497297297297,0.835555555555556,0.537,1.88583333333333,4.01,1.43,1.6,2,0.38,3,3.88,3,4
"25-2022",2.87264864864865,0.375555555555556,0.212,1.70833333333333,3.75,1.06,2.53,1.5,0.12,3.12,3.12,3.12,4
"25-2023",2.86335135135135,1.11111111111111,1.325,1.94666666666667,3.24,1.19,1.47,1.75,1.75,2.75,3.38,3,3.88
"25-2031",2.78756756756757,0.291111111111111,0.324,1.82083333333333,3.82,1.24,2.18,1.62,0.38,2.88,3.75,3.12,3.88
"25-2032",3.16167567567568,1.20777777777778,1.762,1.9475,4.24,1.86,1.67,2.75,2.5,3.25,3.62,3.75,3.75
"25-2051",2.60518918918919,1.49888888888889,1.05,1.855,4.39,1.78,0.77,2,1.88,2.88,3.62,3.12,4
"25-2052",2.72718918918919,1.25111111111111,0.85,1.75083333333333,4.7,1.24,1.11,0.25,1.25,3.38,3.62,3.25,4.25
"25-2053",2.80697297297297,0.458888888888889,0.161,1.68833333333333,5.01,1.43,0.97,1.12,0.12,3.12,3.88,3.25,4
"25-2054",2.93005405405405,0.903333333333333,0.401,1.9275,4.23,1.17,1.51,1.38,0,3,3.75,3,4
"25-2059",2.90405405405405,2.51333333333333,1.976,1.93916666666667,4.78,2.13,1.72,2.88,2.88,3,3.38,3.5,4.25
"25-3011",2.40362162162162,0.194444444444444,0.138,1.54166666666667,3.27,1.32,0.89,1.38,0,3.12,3.12,3,3.75
"25-3021",2.3152972972973,0.93,0.913,1.50916666666667,3.59,1.25,2.11,1.88,1.38,2,3.25,2.88,3.25
"25-3099",2.37535135135135,0.0133333333333333,0.476,1.4675,3.12,1.27,0.72,1.88,0.88,2.88,3.38,3.25,3.38
"25-4011",2.79145945945946,1.00222222222222,0.787,1.65583333333333,2.13,1.97,1.42,2,1.62,2.62,3,2.88,3
"25-4012",3.03524324324324,0.873333333333333,0.849,2.00083333333333,2.58,1.5,5,2.12,1.88,3.38,4.12,3.62,3.38
"25-4013",2.69751351351351,1.36,2.076,1.95666666666667,1.8,2.21,4.23,3.5,3.12,2.5,3.12,2.5,3
"25-4021",2.65556756756757,0.65,0.912,1.69916666666667,2.75,1.62,1.45,2.5,1.88,3,3,3,3.5
"25-4031",2.22589189189189,1.38777777777778,1.174,1.55166666666667,2.3,1.45,1.23,2.38,2.12,1.5,2.12,2,2.88
"25-9011",2.75562162162162,0.708888888888889,1.474,2.02166666666667,1.96,1.95,2.67,2.88,2.12,1.88,3.25,2.25,2.88
"25-9021",3.22945945945946,0.486666666666667,1.551,2.37583333333333,3.31,1.68,0.62,1.38,1.12,3.62,4.12,3.75,4
"25-9031",2.89494594594595,0.145555555555556,0.4,1.71791666666667,2.76,1.05,1.235,1.81,0.565,3.44,3.815,3.44,3.75
"25-9041",2.01854054054054,1.07,0.7,1.50916666666667,3.31,1.1,1.22,1.88,1,2,2.75,2.75,3.25
"27-1011",2.96010810810811,0.0277777777777778,0.989,1.90416666666667,1.64,1.86,5.03,2.38,2,3.5,4.38,3.62,3.12
"27-1012",2.49864864864865,1.58111111111111,2.601,1.77166666666667,1.08,2,4.84,3.88,3.38,2.12,3.88,2.88,2.88
"27-1013",2.28135135135135,1.22444444444444,2.237,1.98,1.32,1.01,4.3,3.25,3.62,1.75,4.62,2,2.75
"27-1014",2.53702702702703,0.152222222222222,1.438,1.89416666666667,1.96,1.05,3.46,2.62,2.25,3,4,3,2.88
"27-1021",2.86843243243243,0.206666666666667,1.199,2.01,1.34,1.59,1.49,2.75,1.75,2.75,4.38,3.62,3.25
"27-1022",2.73118918918919,0.461111111111111,1.19,1.7825,1.93,3.37,2.59,2.88,2.25,3.38,4.38,3.5,3.75
"27-1023",2.26416216216216,1.20666666666667,1.398,1.72833333333333,1.83,1.62,1.88,2.62,2.38,2.5,3.12,2.88,3
"27-1024",2.52562162162162,0.111111111111111,0.999,1.615,1.38,1.12,4.92,2.75,2,2.88,3.88,3,2.88
"27-1025",2.99924324324324,0.194444444444444,0.248,1.87583333333333,2.1,1.29,4.43,1,0.12,3.5,4,3.62,3.38
"27-1026",2.31221621621622,2.29111111111111,1.8,1.8025,2.42,2.17,1.6,3.25,2.88,2.25,3.25,3,2.88
"27-1027",3.17027027027027,1.55666666666667,2.201,2.36416666666667,2.43,2.26,5.96,3.12,2.88,3,4.12,3.38,3.25
"27-2011",2.24659459459459,1.68333333333333,0.763,1.73,1.89,1.89,5.85,1.88,1.75,2.62,3.38,2.75,3.75
"27-2012",2.82023783783784,0.274444444444444,1.0398,2.04183333333333,2.14,1.31,2.858,1.976,1.374,3.452,3.776,3.424,3.65
"27-2021",2.89518918918919,3.59777777777778,2.587,2.24,3,1.62,0.71,3,3.25,2.38,3,2.5,3
"27-2022",2.88491891891892,2.07111111111111,1.015,2.0925,3.18,1.38,0.82,1.88,1.88,4,3.88,4.12,4
"27-2023",2.38010810810811,1.83333333333333,1.299,2.22916666666667,2.33,1.58,0.3,2,0.5,2.75,2.12,2.38,2.62
"27-2031",2.05718918918919,4.33333333333333,1.75,1.81166666666667,2.02,2.15,5.8,2,2.12,2.12,3.38,2.62,3
"27-2032",2.87708108108108,3.6,1.663,1.86416666666667,3,1.67,6.33,2,2,2.88,4.25,3,3.75
"27-2041",2.64883783783784,0.277777777777778,1.0005,2.16166666666667,2.59,1.2,6.295,2.44,1.56,2.815,3.94,2.88,3.25
"27-2042",2.31875675675676,1.29111111111111,1.3995,1.92666666666667,2.74,2.305,5.965,2.25,2.25,2.25,3.37,2.625,3.065
"27-3011",2.74972972972973,0.471111111111111,1.299,1.95916666666667,2.14,1.08,3.05,1.75,1.75,2.88,3.62,2.88,3.75
"27-3012",2.22518918918919,0.552222222222222,1.075,2.25083333333333,1.87,1.46,3.19,2.12,1.75,2,2.75,2.62,3
"27-3021",2.73016216216216,0.111111111111111,0.813,2.03166666666667,2.05,1.71,1.36,1.88,1.38,3,3.5,3.38,3.88
"27-3022",2.59691891891892,0.153333333333333,0.575,1.52166666666667,1.5,1.82,1.64,1.88,1.12,3,3.75,3.12,4
"27-3031",2.77232432432432,0.0133333333333333,0.237,1.65666666666667,2.71,1.29,1.96,2,0.12,3.38,3.75,3.62,4.12
"27-3041",2.61410810810811,0.194444444444444,0.676,1.72916666666667,1.52,1.17,0.93,2.5,1.25,3.5,3.88,3.38,3.5
"27-3042",2.43048648648649,0.0277777777777778,0.526,1.4175,1.66,1.02,0.23,1.88,1,2.38,3,2.88,2.75
"27-3043",2.32135135135135,0.124444444444444,0.6435,1.52041666666667,0.94,1.11,2.52,2.12,0.81,2.69,4.25,3.25,3.25
"27-3091",2.57962162162162,0.542222222222222,0.574,2.08416666666667,4.25,1.65,1.52,2.25,0.62,2,2.88,2.25,3.5
"27-4011",2.82632432432432,1.38888888888889,2.186,2.2075,2.4,1.93,4.26,3.12,3.12,2.5,2.88,2.5,3
"27-4012",2.82254054054054,1.08222222222222,2.163,2.385,2.62,2.29,0.19,3,2.38,2.12,3,2.38,3
"27-4013",2.60535135135135,0.166666666666667,1.25,1.97916666666667,1.79,1.78,0.05,3.38,2.38,2.38,2.5,2.25,2.88
"27-4014",2.85054054054054,0.402222222222222,2.15,2.09416666666667,2.28,2.32,4.28,3.12,2.88,3,3.38,3,3
"27-4021",2.68497297297297,1.12666666666667,2.352,2.26083333333333,2.08,2.04,4.58,3,3,2.88,3.75,2.88,3.12
"27-4031",2.60589189189189,1.68111111111111,2.511,2.5075,2.2,2.39,1.64,3,3,2.38,3.12,2.88,3.12
"27-4032",2.41756756756757,0.0277777777777778,1.025,1.79333333333333,1.15,1.28,3.38,3,2.25,2.62,3.5,2.88,2.62
"29-1011",3.05718918918919,1.94333333333333,2.175,1.59333333333333,5.61,1.04,0.35,3,3,2.5,3.12,3.25,3.88
"29-1021",3.39183783783784,1.36,3.437,2.2725,5.53,3.36,0.68,4.75,4.62,3.12,3.88,3.88,3.75
"29-1022",3.44043243243243,1.37444444444444,3.46,2.12416666666667,5.97,2.28,0.5,5.12,5.25,2.75,3.75,3.25,3.88
"29-1023",3.06691891891892,0.486666666666667,2.464,1.87583333333333,4.93,1.99,0.45,4.12,3.88,3.25,3.25,3.25,3.75
"29-1024",3.2907027027027,1.06888888888889,2.586,1.91583333333333,5.67,1.93,2.04,4.12,3.88,2.88,3,3,3.75
"29-1031",3.06151351351351,0.18,0.237,1.77166666666667,4.64,1.3,0.04,2.12,0.25,3.88,3.88,4,4.38
"29-1041",3.06,0.332222222222222,2.473,2.05083333333333,4.68,1.78,0.13,4.25,3.25,2.75,3,3.38,3.75
"29-1051",3.0132972972973,0.888888888888889,1.325,1.86416666666667,4.66,1.46,0,3,2.5,3,3.25,3.12,3.75
"29-1061",3.30043243243243,1.36111111111111,2.537,2.10333333333333,6.33,2.91,0.11,3.75,3.12,2.88,3,3.38,3.75
"29-1062",2.92648648648649,0.138888888888889,1.063,1.96833333333333,5.58,1.3,0.24,2.75,2.5,3,3.38,3.5,4.25
"29-1063",3.20940540540541,0.375555555555556,1.1,1.875,6.06,1.35,0.24,3,2,3,3.5,3.5,4.12
"29-1064",3.22589189189189,1.23444444444444,1.95,2.04083333333333,5.92,1.86,1.04,3.62,3.88,3.12,3.25,3.25,4
"29-1065",2.92789189189189,0.18,1.001,1.85333333333333,5.45,1.26,0.45,2.88,1.88,2.88,3.38,3.25,4
"29-1066",2.99843243243243,0.584444444444444,0.525,1.6775,5.84,1.22,0.35,2,0,3.88,3.62,4,5.38
"29-1067",3.51135135135135,1.5,3.349,2.23,6.55,2.01,0.5,4.75,6.38,2.75,4.25,3.62,4.62
"29-1069",3.2494954954955,0.720185185185185,1.66566666666667,2.05895833333333,5.70833333333333,1.6725,0.421666666666667,3.15583333333333,2.19916666666667,3.04333333333333,3.6475,3.57333333333333,4.22833333333333
"29-1071",3.05624324324324,1.60333333333333,2.189,2.05708333333333,6.12,2.275,0.345,3.315,2.88,3,2.87,3.13,4
"29-1081",3.16837837837838,0.388888888888889,2.086,1.94916666666667,6.33,2.22,0.55,3.12,3.12,3.12,3.5,3.38,4
"29-1122",2.86064864864865,1.61166666666667,1.4635,1.93166666666667,4.85,2.205,0.725,2.685,1.88,3.06,3.69,3.125,3.875
"29-1123",2.88437837837838,2.02888888888889,2.075,1.73916666666667,5.26,2.38,0.62,3,3.12,2.88,3.38,3.25,4
"29-1124",3.17421621621622,1.58444444444444,2.776,2.28,5.79,2.72,0.16,3.25,3,2.5,2.62,2.75,3.62
"29-1125",2.8412972972973,1.35037037037037,1.645,1.95138888888889,5.46666666666667,1.84333333333333,4.22,2.91333333333333,2.29,3.20666666666667,3.83666666666667,3.50333333333333,4.37666666666667
"29-1126",3.0812972972973,1.55666666666667,2.613,2.23916666666667,5.95,3.23,0.11,3.12,2.88,2.88,3,2.88,3.75
"29-1127",2.69545945945946,0.582222222222222,0.475,2.2825,4.49,1.8,0.39,2.12,0.38,2.88,4,3.5,4.12
"29-1128",3.05956756756757,1.94555555555556,1.788,1.82333333333333,4.82,1.71,0.82,2.25,2,3,3.62,3.75,4.12
"29-1131",3.15108108108108,1.5,2.6,1.99,5.6,2.87,0.47,4,3.62,2.88,3.12,3,3.88
"29-1141",3.14704864864865,1.69822222222222,1.82,2.0235,6.144,2.23,0.398,2.876,2.024,3.224,3.2,3.396,4.376
"29-1151",3.39854054054054,1.43111111111111,2.463,2.08333333333333,6.84,3,0.32,3.25,3,3,3.12,3,3.88
"29-1161",3.13102702702703,1.51444444444444,1.587,1.97833333333333,6.14,2.78,0.32,3,3,2.62,3,3,4.38
"29-1171",3.23751351351351,1.68111111111111,2.125,2.15666666666667,6.4,1.83,0.7,3.38,3.12,3.12,3.25,3.62,4.5
"29-1181",2.95989189189189,0.346666666666667,1.936,2.22916666666667,4.53,1.9,0.27,4.12,2.62,2.75,3.25,3.25,4.25
"29-1199",2.74005405405405,0.57037037037037,1.307,1.78444444444444,5.24,1.46333333333333,0.243333333333333,3.41666666666667,2.33,2.49666666666667,3.12666666666667,3.16666666666667,4.12666666666667
"29-2011",2.70882432432432,0.732777777777778,2.296,1.96375,2.78,1.655,0.0825,3.7825,2.9975,2.1875,2.4675,2.5,2.9375
"29-2012",2.808,1.41666666666667,2.424,1.875,3.33,2.35,0,3.12,3,2.12,2.88,2.25,2.88
"29-2021",2.73308108108108,1.41555555555556,2.413,1.875,5.2,3.5,0.12,3.88,3.38,2.12,2.38,3,3
"29-2031",2.78827027027027,1.55666666666667,2.486,1.79083333333333,5.58,2.73,0.21,3.12,2.88,2.5,2.62,2.25,3.25
"29-2032",2.82854054054054,1.61333333333333,2.538,2.02083333333333,4.71,2.85,0.16,3,3.12,2.75,2.88,3,3.12
"29-2033",2.90810810810811,1.44666666666667,2.151,1.82333333333333,5.39,2.12,0.05,2.88,2.88,2.38,2.75,2.75,3.62
"29-2034",2.914,2.02666666666667,2.498,2.04166666666667,5.97,2.51,0.24,3.12,2.88,2.25,2.75,2.62,3.38
"29-2035",2.93259459459459,1.44222222222222,2.599,1.9475,5.46,1.44,0.38,3,3,2.88,3,3,3.12
"29-2041",3.44459459459459,2.45888888888889,3.213,2.95916666666667,5.99,3.4,0.65,3.62,3.5,2.75,3,3,3.75
"29-2051",2.58248648648649,1.51333333333333,2.036,1.885,4.61,1.62,0.08,2.5,2.38,2.25,3,2.88,3
"29-2052",2.54508108108108,1.36222222222222,1.662,1.86333333333333,4.48,1.7,0.43,3,2.88,1.75,2.12,2.38,2.62
"29-2053",2.7667027027027,1.97222222222222,1.872,1.87666666666667,5.86,2.27,0.41,2.62,2.12,3.25,3,3.25,4.38
"29-2054",3.1192972972973,1.62444444444444,2.299,2.02166666666667,6.43,2.85,0.53,3.25,2.75,2.38,2.88,3,3.5
"29-2055",2.87589189189189,1.87666666666667,2.687,2.22,5.38,3.09,0,3.88,3.62,2.25,2.5,2.5,3
"29-2056",2.85043243243243,1.86222222222222,2.45,1.97,5.47,2.88,0,3.12,3,2.62,2.88,2.88,3.38
"29-2057",2.63481081081081,1.08222222222222,1.574,1.7175,5.17,1.57,0,3.25,2.5,2,2.12,2.38,2.88
"29-2061",2.92713513513514,2.29111111111111,2.401,1.9575,6.19,1.94,0.26,3.25,2.88,3,2.88,3.12,4
"29-2071",2.07578378378378,0.624444444444444,1.049,1.28083333333333,2.29,1.69,0.18,2.88,2.12,1.88,2.5,1.75,2.5
"29-2081",2.654,0.514444444444444,2.112,1.7925,3.67,1.22,0.23,3.25,3,2.88,2.75,3.12,3.12
"29-2091",3.2552972972973,1.22111111111111,2.101,1.96916666666667,5.42,2.42,0.39,3.5,3.12,2.75,3.5,3.25,3.88
"29-2092",2.85972972972973,0.194444444444444,1.638,2.16666666666667,5.24,1,0.71,3.38,3,3,2.75,3.38,3.25
"29-2099",2.84195945945946,1.63166666666667,2.29625,1.975625,5.555,2.63,0.125,3.4375,2.7475,2.28,2.785,2.4975,3.285
"29-9011",3.38081081081081,0.764444444444444,1.326,2.385,3.86,2.27,0.59,2.62,1.38,3.12,3.25,3.75,3.88
"29-9012",3.25627027027027,1.25111111111111,1.402,2.14416666666667,4.45,2.2,0.65,2.5,1.75,3,3,3,3.12
"29-9091",3.05421621621622,2.09666666666667,2.036,2.02,5.59,2.01,0.24,3.12,2.88,2.38,3.25,3.12,3.75
"29-9092",2.66297297297297,0.0133333333333333,0.237,1.615,5.17,1.04,0,2.25,0,3,3.12,3,4
"29-9099",3.06097297297297,1.44444444444444,1.999,1.885,5.81,3.13,0.59,3,2.25,2.62,3.12,3.25,4.62
"31-1011",2.39432432432432,2.18111111111111,1.825,1.84333333333333,5.31,1.88,0.38,3,2.38,2.75,2.88,2.88,3.25
"31-1013",2.42654054054054,2.13888888888889,2.075,1.95916666666667,5.46,2.66,0.27,2.5,2,2.88,2.75,3,4
"31-1014",2.36302702702703,2.20777777777778,1.836,1.69666666666667,4.43,2.66,0.74,2.75,2.5,2,2.25,2.12,3.12
"31-1015",2.16875675675676,2.69444444444444,1.951,1.60333333333333,5.11,3.3,0.07,2.38,2.5,1.62,2,1.5,2.5
"31-2011",2.73291891891892,1.66555555555556,1.925,1.67666666666667,5.41,2.83,0.47,2.88,2.62,3.12,3,3.25,3.75
"31-2012",2.58232432432432,2.22222222222222,1.725,1.67666666666667,5.36,1.72,0.24,2.88,2.5,2.38,2.75,3,3.38
"31-2021",2.6212972972973,1.99777777777778,1.911,1.72916666666667,4.77,2.37,0.26,2.88,2.62,2.12,2.88,3,3.75
"31-2022",2.44751351351351,2,2.125,1.65666666666667,4.9,2.27,0.72,2.75,2.75,2.12,2,2.38,3.5
"31-9011",2.19005405405405,2.33222222222222,1.636,1.24,4.43,1.33,0.31,2.88,3.12,1.75,2.75,1.88,3.25
"31-9091",2.66475675675676,1.64,2.4,1.80083333333333,4.73,3.47,0.11,3.12,3,2.75,2.38,2.88,3
"31-9092",2.76475675675676,1.30666666666667,1.626,1.78166666666667,5.31,1.68,0.29,3,2.12,2.38,2.62,2.88,3.62
"31-9093",2.86708108108108,1.76222222222222,2.549,2.14666666666667,3.76,2.13,0.65,3.25,3,1.38,2,1.62,2.62
"31-9094",1.85518918918919,0.0277777777777778,1.063,1.47916666666667,2.33,1.2,0,2.88,2,1.25,1.62,1.38,2.75
"31-9095",2.50697297297297,1.33444444444444,1.4,1.57333333333333,4.33,1.44,0,2.88,2.12,1.62,1.5,1.75,2.88
"31-9096",2.55837837837838,1.87555555555556,2.25,1.74916666666667,4.6,2.45,0.33,2.88,2.75,2.12,2,2.12,3.12
"31-9097",2.92540540540541,1.47222222222222,1.975,1.79166666666667,5.32,2.77,0.76,3.38,3,1.75,2.12,2.5,3.25
"31-9099",2.61554054054054,0.91,1.693,1.92708333333333,4.91,1.595,0.285,2.935,2.56,2.37,2.25,2.625,3.435
"33-1011",3.07827027027027,2.61111111111111,2.101,2.46833333333333,4.7,2.2,0.04,2.38,2.38,3.12,3.25,3.5,3.88
"33-1012",3.46232432432432,2.13666666666667,2.599,2.88416666666667,5.13,2.71,0.4,2.62,2.75,3.5,3.38,4,4
"33-1021",3.63464864864865,2.54777777777778,2.925,2.9775,5.485,3.1,0.315,2.815,3.06,3,3.5,3.44,3.69
"33-2011",3.38648648648649,3.18111111111111,3.463,3.255,5.76,3.4,0.57,3.25,3.75,3,3,3,3.06
"33-2021",3.30102702702703,1.74333333333333,2.15,2.78625,4.535,2.75,0.15,2.625,2.31,2.815,2.94,3.065,3.185
"33-2022",3.32405405405405,1.81888888888889,2.151,2.40416666666667,4.63,2.62,0.09,2.62,2.38,2.88,3,3.12,2.88
"33-3011",2.15745945945946,2.02666666666667,1.238,1.42583333333333,3.82,1.54,0.05,1.25,1,2.62,0.88,2.5,3.25
"33-3012",2.74875675675676,2.73555555555556,2.564,2.7,4.21,1.98,0.02,2.75,2.88,3,2.38,3.12,3.75
"33-3021",3.05993513513513,1.41333333333333,1.915,2.46283333333333,3.454,2.486,0.372,2.6,2.074,3.124,3.002,3.174,3.502
"33-3031",3.32091891891892,2.11222222222222,2.55,2.89583333333333,4.25,2.48,0.39,2.5,2.5,2.88,3,3.38,3.5
"33-3041",2.69210810810811,1.74777777777778,2.099,2.32083333333333,4.92,1.86,1.6,2.25,2.12,2.12,2.25,2.12,2.88
"33-3051",3.20813513513514,2.59055555555556,2.838,2.94291666666667,5.36,2.5,0.19,2.815,2.88,4,3,3.815,4
"33-3052",3.02372972972973,2.54111111111111,2.686,2.9375,4.88,2.6,0.57,2.5,2.75,3.12,3,3.38,3.25
"33-9011",2.79956756756757,1.93111111111111,2.227,2.26916666666667,3.66,2.92,0.02,2.5,2.88,2.5,2.62,2.88,2.88
"33-9021",2.64562162162162,0.514444444444444,1.586,2.15666666666667,1.49,1.63,0.65,2.25,1.75,2.88,3.12,3,3.5
"33-9031",2.61881081081081,1.02777777777778,1.063,1.87416666666667,2.88,1.77,0.04,1.75,1.5,2.38,2.12,2.38,2.88
"33-9032",2.41064864864865,1.94333333333333,1.674,2.26083333333333,3.73,1.1,0.15,1.75,1.62,2,2,2.5,2.62
"33-9091",1.83410810810811,1.43111111111111,1.501,1.92583333333333,3.64,1.01,0,1.88,1.88,1.38,0.88,1.75,2.5
"33-9092",2.19789189189189,2.22222222222222,1.4,2.03166666666667,5.15,1.49,0.03,1.25,1.5,2,2,2.62,3.12
"33-9093",2.58794594594595,2.26555555555556,2.562,2.32166666666667,2.78,2.56,0,2.75,3,2.5,2.38,3,3
"33-9099",2.75172972972973,1.49777777777778,1.813,2.18666666666667,2.51,1.36,0.15,2.25,2,2.62,2.75,2.88,3.12
"35-1011",3.03086486486486,1.62555555555556,2.2,1.83333333333333,3.11,2.63,1.31,2.88,3,3.5,3.38,3.5,3.75
"35-1012",2.80335135135135,1.66777777777778,2,1.77,3.36,2.33,0.3,2.75,2.5,3,3,3.25,3.62
"35-2011",1.90232432432432,1.65333333333333,1.499,1.24,1.84,1.64,0.03,2,2.5,2.12,2,2.12,2.62
"35-2012",2.39540540540541,1.73555555555556,2.213,1.67666666666667,3.14,1.81,0.2,3,3,2,2.5,2.5,2.88
"35-2013",2.16356756756757,1.79,2.002,1.68666666666667,2.04,1.29,0.65,3,2.88,1.75,3.38,2.62,2.88
"35-2014",2.43924324324324,1.84888888888889,2.36,1.75,2.66,2.51,0.62,3,3.12,2.25,3,2.12,2.88
"35-2015",2.31578378378378,1.79222222222222,1.989,1.69916666666667,3,2.15,0.76,2.88,2.88,2.25,2.38,2.62,2.75
"35-2021",2.21113513513514,1.80444444444444,1.889,1.4575,3.19,1.49,0.42,2.75,2.88,1.75,2.12,2,2.12
"35-3011",2.28891891891892,1.95777777777778,2.189,1.9575,2.98,2.08,0.35,3,3,2.88,2.75,3,3
"35-3021",2.16016216216216,1.52777777777778,1.626,1.46916666666667,2.55,1.95,0.84,1.88,2,1.62,1.62,2,2.38
"35-3022",2.13264864864865,1.58333333333333,1.593,1.65541666666667,2.405,2.125,0.87,2.935,2.5,2.31,2.25,2.5,2.62
"35-3031",2.09010810810811,2.04111111111111,1.45,1.52,2.94,1.7,0.44,2.38,2.88,2.12,2.12,2.12,2.75
"35-3041",1.85259459459459,1.34666666666667,1.563,1.4375,3.25,1.58,0.14,2.25,2.12,1,1.75,1.62,2.62
"35-9011",2.00794594594595,2.13888888888889,1.876,1.46666666666667,3.71,1.6,0.39,2.75,3.25,1.62,1.75,1.5,2.25
"35-9021",2.00583783783784,1.87444444444444,2.424,1.76083333333333,2.9,1.58,0.76,2.25,3.5,1.75,1.88,2,2.25
"35-9031",2.04167567567568,1.34777777777778,1.001,1.49833333333333,2.78,1.85,0.41,2,1.88,2.62,1.75,2.75,2.88
"37-1011",2.71091891891892,1.72222222222222,1.975,1.78166666666667,3.04,1.82,0.36,2.25,2.25,3.12,2.38,2.88,3.5
"37-1012",3.04686486486486,1.95777777777778,2.338,2.2925,2.54,2.18,0.34,2.62,2.75,3,3.12,3.25,3.62
"37-2011",1.94118918918919,1.97,1.687,1.53166666666667,2.11,2.32,0.33,2.5,2.12,1.5,1.62,1.88,2.12
"37-2012",1.96102702702703,1.90222222222222,1.537,1.3125,3.11,1.97,0.01,2.12,2.38,1.62,1.5,1.88,2.12
"37-2021",2.664,2.09777777777778,2.476,2.5725,2.25,3.52,0.13,2.75,2.88,2.88,2.75,3,2.88
"37-3011",2.19043243243243,2.51222222222222,2.486,1.98916666666667,2.99,2.67,0.5,2.5,3.12,1.38,1.88,1.62,2
"37-3012",2.72048648648649,1.91555555555556,2.499,2.1475,3.34,2.77,0.13,3,3,1.75,2.12,2.38,2.5
"37-3013",2.60448648648649,2.91777777777778,3.288,2.59333333333333,2.78,2.66,0.43,3,3.75,2,2.25,2.12,2.5
"39-1011",2.4327027027027,0.638888888888889,0.188,1.56083333333333,2.04,1.72,0.11,0.62,0.38,3.12,3,3.12,3.88
"39-1012",2.53962162162162,1.47333333333333,1.285,1.76833333333333,3.27,1.36,0.03,2.12,2.12,3,2.12,2.75,3.12
"39-1021",2.70891891891892,1.15333333333333,1.1115,1.71916666666667,4.005,1.145,0.485,1.87,1.5,3.25,3.25,3.5,3.875
"39-2011",2.662,2.23666666666667,2.463,2.31333333333333,3.48,1.58,0.34,2.75,2.88,2.25,3.25,2.88,3
"39-2021",2.39421621621622,1.97111111111111,1.463,1.63416666666667,3.28,2.93,0.83,2.38,2.25,1.62,1.88,1.75,2.25
"39-3011",1.93978378378378,1.15222222222222,1.4,1.625,2.48,1.39,0.24,2.88,2.75,2.25,1.75,2.38,2.75
"39-3012",2.15881081081081,0.61,1.387,1.65583333333333,3.42,1.3,0.36,2.38,2.12,2,1.75,2.5,2.88
"39-3021",2.19843243243243,0.946666666666667,2.627,2.54333333333333,1.48,2.19,0.58,3.25,3,1.62,2.13,2.12,2
"39-3031",1.98037837837838,1.26555555555556,1.251,1.64583333333333,2.91,1.22,1.12,1.88,1.88,2.25,2,2.5,3
"39-3091",2.17978378378378,1.33444444444444,1.873,1.50083333333333,3.91,2.36,0.74,2,2.12,1.75,1.75,2.5,2.38
"39-3092",2.38772972972973,1.38888888888889,1.762,1.63416666666667,3.01,2.58,4.15,3,2.88,2.38,3.12,2.38,3
